a2_triple_laser01.wav|Las leyes federales me exigen que te avise de que la siguiente cámara... tiene muy buena pinta.
a2_triple_laser02.wav|Sí. Las instalaciones están funcionando de nuevo.
a2_triple_laser03.wav|Creo que las cámaras de prueba tienen incluso mejor aspecto ahora. Fue sencillo mejorarlas: debes reflexionar con objetividad, buscar lo que sobra y quitarlo.
anti_taunt01.wav|¡Parad!
anti_taunt02.wav|¿Os parece bonito? ¿Eh?
anti_taunt05.wav|Algo debe de andar mal con la máquina de ensamblaje.
anti_taunt09.wav|Si os vieseis, estaríais avergonzados.
anti_taunt10.wav|¿Os divierte humillaros de esa manera?
anti_taunt11.wav|Vale. Finjamos que somos humanos. «Jo, tio, me encanta sudar. Vamos a convertir carnes y vegetales en energía, los excretamos y luego vamos de compras».
anti_taunt14.wav|No te vas a cansar de hacer eso nunca, ¿verdad?
anti_taunt15.wav|Deja de correr como una gallina sin cabeza.
anti_taunt16.wav|Azul acaba de perder cincuenta puntos en colaboración.
anti_taunt17.wav|Naranja acaba de perder cincuenta puntos en colaboración.
anti_taunt18.wav|¡Otros cincuenta puntos menos!
anti_taunt19.wav|Sigue así y perderás quinientos puntos.
coop_privatetalk_both01.wav|Cámara de pruebas completada. En aras de la ciencia, el Centro de desarrollo se enorgullece de presentar los siguientes números: nueve. Siete. Cincuenta. Tres. Setecientos siete.
coop_privatetalk_both04.wav|El Centro de desarrollo leerá ahora una lista de números y frutas. Anótelos, ya que serán importantes en el transcurso del experimento. Las frutas no. Siete. Aguacate. Cuarenta. Continúe hasta la siguiente cámara de pruebas.
coop_privatetalk_mix01.wav|Cámaras de pruebas completadas. En aras de la ciencia [FUNDIDO] [VUELVE EL SONIDO] te estoy hablando en privado. No se lo digas a tu compañero. Que quede entre nosotros: lo estás haciendo genial. [VUELVE A HABLAR EN GENERAL] Ciento siete.
coop_privatetalk_mix04.wav|No me voy a morder la lengua más. Podrías resolverlo más rápido tú solo. Naranja te está entorpeciendo. Ya. Lo he dicho.
coop_vault_interruption02.wav|Lo siento, sujeto Naranja.
coop_vault_interruption03.wav|Lo siento, sujeto Azul.
coop_vault_interruption04.wav|¿Interrumpo vuestra valiosa conversación?
coop_vault_interruption05.wav|Me reservaré la información de seguridad sobre el peligroso experimento que vais a acometer para DESPUÉS del mismo.
coop_vault_interruption06.wav|Así tendréis tiempo DE SOBRA para charlar.
coop_vault_interruption08.wav|El portal se abrirá y pasará algo que a Naranja no le interesa porque es demasiado listo para necesitar instrucciones en tres, dos, uno.
coop_vault_interruption09.wav|El portal se abrirá y pasará algo que a Azul no le interesa porque es demasiado listo para necesitar instrucciones en tres, dos, uno.
coop_vault_intro01.wav|Bienvenido de nuevo al Centro computerizado de desarrollo de Aperture Science.
coop_vault_intro02.wav|Hoy, realizarás pruebas con un compañero.
epilogue03.wav|Gracias a Dios. ¡Estás bien!
epilogue04.wav|Sabes, ser Caroline me ha enseñado una lección. Pensaba que eras mi mayor enemiga, cuando siempre ha sido todo lo contrario.
epilogue07.wav|Ser Caroline me ha enseñado otra buena lección: en qué parte de mí reside Caroline.
epilogue10.wav|El torrente de emoción que me sacudió cuando te salvé la vida me ha enseñado otra buena lección: en qué parte de mí reside Caroline.
anti_taunt20.wav|Vale, quinientos puntos menos para Azul.
botcoop_artifactone_hub03.wav|En ese momento, el gato piensa en cuando se comió toda la lasaña y se siente culpable.
botcoop_hub_first_run04.wav|Ya sé cómo los humanos hacen a otros humanos, y es ridículo: para eso tienes que tener al menos un humano, lo que es una soberana estupidez. Hay una manera mejor.
botcoop_intro07.wav|Bien.
coop_hub_track04.wav|Lo cual me parece un error, por cierto.
coop_teamwork_exercise_alt04.wav|Como indica el nombre, solo hay dos diferencias menores: una, el tablero, dos, las reglas.
epilogue12.wav|Adiós, Caroline.
fgb_trap03.wav|En serio. Adiós.
gladosbattle_xfer07.wav|¡No!
coop_get_gun01.wav|Naranja ha sido el primero en adquirir la pistola.
coop_get_gun02.wav|Azul ha sido el primero en adquirir la pistola.
coop_get_gun03.wav|Naranja tiene la pistola de portales. POR FIN.
coop_get_gun04.wav|Azul tiene la pistola de portales. POR FIN.
coop_get_gun10.wav|Naranja obtiene cinco puntos.
coop_get_gun11.wav|Azul obtiene cinco puntos.
coop_get_gun13.wav|Repito, son puntos de colaboración, que no deberían confundirse con puntos de competiciones como «Quién sobrevivirá al final y quién no». Quiero decir, de baloncesto.
coop_hub_track02.wav|Casi se me olvida, cuando os salís de las pistas de prueba, la única forma de recuperaros es desmontaros con violencia y luego reensamblaros con cuidado.
coop_hub_track03.wav|Por suerte no sentís dolor. O, como mínimo, no tenéis manera de comunicar que sentís dolor.
anti_taunt21.wav|Vale, quinientos puntos menos para Naranja.
anti_taunt22.wav|¡Cinco MIL puntos menos! ¡Ya estás contento?
anti_taunt23.wav|Estoy harta.
botcoop_artifactone01.wav|Bien. Habéis llegado a un hábitat humano. Buscad un artefacto. Como si fuese una excavación arqueológica.
botcoop_artifactone02.wav|Su buen humor se debía a uno de estos objetos de aquí.
botcoop_artifactone03.wav|Eso es. Buscad, buscad.
botcoop_artifactone04.wav|Así que... Este gato se pirra tanto por la lasaña que se come toda la que se encuentra; oh, parece que no es suya la lasaña... Genial. El dueño de la lasaña está furioso.
botcoop_artifactone05.wav|Fin.
botcoop_artifactone06.wav|¿Fin?
botcoop_artifactone07.wav|No tiene gracia.
botcoop_artifactone08.wav|¿Os hace gracia a alguno?
botcoop_artifactone09.wav|Vale. Estáis fuera.
botcoop_artifactone_hub01.wav|Bienvenidos. Mientras estabais muertos he rehecho el cómic. Está en la pantalla.
botcoop_artifactone_hub02.wav|Como veis, en mi versión, el hombre le dice al gato que la casa está equipada con dispensadores de neurotoxinas.
botcoop_artifactone_hub04.wav|Y zas.
